supercontig,mic_beg,mic_end,IES_ID,IES_size
supercont2.26,967464,969449,IES-03395-r7,1986
supercont2.261,8525,10149,IES-03396-r17,1625
supercont2.261,22047,24084,IES-03397-r14,2038
supercont2.261,27735,29107,IES-03398-r17,1373
supercont2.261,31229,32885,IES-03399-r7,1657
supercont2.261,45890,47992,IES-03400-r13,2103
supercont2.261,51271,52580,IES-03401-r17,1310
supercont2.261,70454,72797,IES-03402-r11,2344
supercont2.261,74224,75793,IES-03403-r12,1570
supercont2.261,81631,84517,IES-03404-r5,2887
supercont2.261,91074,91714,IES-03405-r25,641
supercont2.261,106072,107407,IES-03406-r12,1336
supercont2.261,109390,110190,IES-03407-r7,801
supercont2.261,112119,115165,IES-03408-r9,3047
supercont2.261,120034,123737,IES-03409-r9,3704
supercont2.261,126286,127643,IES-03410-r9,1358
supercont2.262,12411,31078,IES-03411-r9,18668
supercont2.262,34862,55289,IES-03412-r11,20428
supercont2.262,56597,60758,IES-03413-r10,4162
supercont2.262,62895,66912,IES-03414-r9,4018
supercont2.262,71508,84618,IES-03415-r3,13111
supercont2.262,87270,93827,IES-03416-r7,6558
supercont2.262,97867,103053,IES-03417-r10,5187
supercont2.262,104700,106470,IES-03418-r11,1771
supercont2.262,107432,117211,IES-03419-r8,9780
supercont2.263,9701,12783,IES-03420-r12,3083
supercont2.263,28476,32260,IES-03421-r11,3785
supercont2.263,36443,37016,IES-03422-r12,574
supercont2.263,53223,55314,IES-03423-r13,2092
supercont2.263,77898,83958,IES-03424-r21,6061
supercont2.263,86289,93105,IES-03425-r17,6817
supercont2.263,100798,101365,IES-03426-r5,568
supercont2.263,106655,109162,IES-03427-r8,2508
supercont2.264,13343,16793,IES-03428-r8,3451
supercont2.264,24286,30288,IES-03429-r4,6003
supercont2.264,34504,43349,IES-03430-r17,8846
supercont2.264,45682,50894,IES-03431-r18,5213
supercont2.264,72665,80588,IES-03432-r10,7924
supercont2.264,85862,96564,IES-03433-r6,10703
supercont2.264,98000,103456,IES-03434-r8,5457
supercont2.264,109293,115950,IES-03435-r5,6658
supercont2.264,126196,132417,IES-03436-r7,6222
supercont2.264,133502,137491,IES-03437-r4,3990
supercont2.265,11073,39957,IES-03438-r10,28885
supercont2.265,44760,49178,IES-03439-r9,4419
supercont2.265,66157,74000,IES-03441-r5,7844
supercont2.265,100925,111621,IES-03443-r9,10697
supercont2.265,118455,121502,IES-03444-r9,3048
supercont2.267,12539,15363,IES-03445-r9,2825
supercont2.267,47728,51915,IES-03446-r7,4188
supercont2.267,55729,63656,IES-03447-r10,7928
supercont2.267,69216,70239,IES-03448-r13,1024
supercont2.267,80332,83194,IES-03449-r14,2863
supercont2.267,99247,103663,IES-03450-r8,4417
supercont2.268,18524,23354,IES-03451-r6,4831
supercont2.268,42591,51300,IES-03452-r8,8710
supercont2.268,54289,63871,IES-03453-r3,9583
supercont2.268,65360,74488,IES-03454-r14,9129
supercont2.268,81869,85391,IES-03455-r13,3523
supercont2.268,87689,92721,IES-03456-r10,5033
supercont2.268,94904,103654,IES-03457-r17,8751
supercont2.268,106264,112037,IES-03458-r10,5774
supercont2.269,4475,16546,IES-03459-r6,12072
supercont2.269,30627,35438,IES-03460-r11,4812
supercont2.269,38275,39320,IES-03461-r12,1046
supercont2.269,45530,51354,IES-03462-r12,5825
supercont2.269,70007,87309,IES-03463-r10,17303
supercont2.269,89251,92155,IES-03464-r15,2905
supercont2.269,109910,118717,IES-03465-r16,8808
supercont2.269,125152,129745,IES-03466-r5,4594
supercont2.27,20340,24061,IES-03467-r17,3722
supercont2.27,96939,98211,IES-03468-r11,1273
supercont2.27,105219,106301,IES-03469-r7,1083
supercont2.27,115805,116506,IES-03470-r15,702
supercont2.27,226496,232676,IES-03471-r10,6181
supercont2.27,235634,240897,IES-03472-r11,5264
supercont2.27,246956,247838,IES-03473-r7,883
supercont2.27,250923,257105,IES-03474-r7,6183
supercont2.27,260440,266190,IES-03475-r7,5751
supercont2.27,269265,272631,IES-03476-r14,3367
supercont2.27,358424,359973,IES-03477-r17,1550
supercont2.27,364740,366693,IES-03478-r14,1954
supercont2.27,375410,376399,IES-03479-r14,990
supercont2.27,448693,455592,IES-03480-r11,6900
supercont2.27,457078,458435,IES-03481-r8,1358
supercont2.27,459892,463597,IES-03482-r10,3706
supercont2.27,466346,469508,IES-03483-r13,3163
supercont2.27,489165,504452,IES-03484-r11,15288
supercont2.27,513829,523466,IES-03485-r6,9638
supercont2.27,535916,537572,IES-03486-r17,1657
supercont2.27,582428,584117,IES-03487-r12,1690
supercont2.27,586400,588331,IES-03488-r7,1932
supercont2.27,597267,599929,IES-03489-r20,2663
supercont2.27,636826,640011,IES-03490-r17,3186
supercont2.27,802173,806534,IES-03491-r19,4362
supercont2.27,837306,838589,IES-03492-r16,1284
supercont2.27,840752,842507,IES-03493-r10,1756
supercont2.27,869793,870880,IES-03494-r21,1088
supercont2.27,930308,931414,IES-03495-r16,1107
supercont2.27,933556,934603,IES-03496-r12,1048
supercont2.270,7445,14112,IES-03497-r8,6668
supercont2.270,19100,27413,IES-03498-r8,8314
supercont2.270,34173,41320,IES-03499-r7,7148
supercont2.270,44145,45965,IES-03500-r10,1821
supercont2.270,49167,55291,IES-03501-r6,6125
supercont2.270,62377,66025,IES-03502-r13,3649
supercont2.270,69566,78274,IES-03503-r13,8709
supercont2.270,88859,91506,IES-03504-r12,2648
supercont2.270,93796,96214,IES-03505-r15,2419
supercont2.270,121056,122426,IES-03506-r5,1371
supercont2.271,44966,60038,IES-03508-r6,15073
supercont2.271,67415,74134,IES-03509-r5,6720
supercont2.271,88955,102341,IES-03510-r5,13387
supercont2.271,107734,115733,IES-03511-r4,8000
supercont2.271,116814,119608,IES-03512-r5,2795
supercont2.272,2531,10096,IES-03514-r11,7566
supercont2.272,33160,35025,IES-03515-r20,1866
supercont2.272,38041,44899,IES-03516-r6,6859
supercont2.272,53784,57825,IES-03517-r9,4042
supercont2.272,60909,66390,IES-03518-r11,5482
supercont2.272,83472,92366,IES-03520-r7,8895
supercont2.272,105744,109262,IES-03521-r8,3519
supercont2.272,111398,114769,IES-03522-r7,3372
supercont2.272,116512,126797,IES-03523-r3,10286
supercont2.273,6196,8974,IES-03524-r16,2779
supercont2.273,20158,22614,IES-03525-r5,2457
supercont2.273,25214,27365,IES-03526-r12,2152
supercont2.273,53005,53829,IES-03527-r5,825
supercont2.273,71017,75217,IES-03528-r17,4201
supercont2.273,80771,90224,IES-03529-r5,9454
supercont2.274,6777,9626,IES-03530-r4,2850
supercont2.274,13600,14564,IES-03531-r6,965
supercont2.274,17887,19667,IES-03532-r12,1781
supercont2.274,33749,41373,IES-03533-r9,7625
supercont2.274,47808,50612,IES-03534-r7,2805
supercont2.274,70048,82356,IES-03535-r10,12309
supercont2.274,106231,112731,IES-03536-r18,6501
supercont2.274,117879,119261,IES-03537-r11,1383
supercont2.274,122224,129159,IES-03538-r6,6936
supercont2.275,7012,12762,IES-03539-r6,5751
supercont2.275,13869,23111,IES-03540-r10,9243
supercont2.275,31390,35837,IES-03541-r11,4448
supercont2.275,37236,46516,IES-03542-r8,9281
supercont2.275,47924,50982,IES-03543-r7,3059
supercont2.275,56688,60320,IES-03544-r14,3633
supercont2.275,66816,74449,IES-03545-r9,7634
supercont2.275,78721,81676,IES-03546-r17,2956
supercont2.275,83459,85049,IES-03547-r18,1591
supercont2.275,89601,96268,IES-03548-r14,6668
supercont2.276,38219,40800,IES-03551-r4,2582
supercont2.276,50942,59870,IES-03552-r13,8929
supercont2.276,66894,70477,IES-03553-r13,3584
supercont2.276,83203,85078,IES-03554-r16,1876
supercont2.276,87499,89728,IES-03555-r10,2230
supercont2.276,110402,111480,IES-03556-r12,1079
supercont2.277,3779,5778,IES-03557-r6,2000
supercont2.277,7096,8523,IES-03558-r5,1428
supercont2.277,12585,18550,IES-03559-r14,5966
supercont2.277,26441,30583,IES-03560-r7,4143
supercont2.277,33838,35974,IES-03561-r15,2137
supercont2.277,39670,52322,IES-03562-r14,12653
supercont2.277,55780,63816,IES-03563-r9,8037
supercont2.277,66090,70232,IES-03564-r10,4143
supercont2.277,79220,83733,IES-03565-r11,4514
supercont2.277,88810,92370,IES-03566-r7,3561
supercont2.278,9132,13268,IES-03568-r15,4137
supercont2.278,21408,24613,IES-03569-r14,3206
supercont2.278,83933,114255,IES-03570-r7,30323
supercont2.279,19050,22640,IES-03571-r13,3591
supercont2.279,26040,26921,IES-03572-r14,882
supercont2.279,28357,28600,IES-03573-r9,244
supercont2.279,33349,37176,IES-03574-r6,3828
supercont2.279,38456,41134,IES-03575-r4,2679
supercont2.279,46260,60733,IES-03576-r7,14474
supercont2.279,65926,70286,IES-03577-r7,4361
supercont2.279,85872,91690,IES-03579-r9,5819
supercont2.279,98857,102341,IES-03580-r8,3485
supercont2.279,104021,123670,IES-03581-r8,19650
supercont2.28,10759,12712,IES-03582-r13,1954
supercont2.28,34757,41152,IES-03583-r15,6396
supercont2.28,61492,63568,IES-03584-r10,2077
supercont2.28,71103,72316,IES-03585-r16,1214
supercont2.28,73892,84685,IES-03586-r17,10794
supercont2.28,95985,100996,IES-03587-r13,5012
supercont2.28,102227,107062,IES-03588-r13,4836
supercont2.28,118569,127100,IES-03589-r8,8532
supercont2.28,165703,168162,IES-03590-r11,2460
supercont2.28,170659,177300,IES-03591-r14,6642
supercont2.28,179062,182343,IES-03592-r13,3282
supercont2.28,262832,266518,IES-03593-r15,3687
supercont2.28,281604,287517,IES-03594-r15,5914
supercont2.28,289787,294356,IES-03595-r17,4570
supercont2.28,316540,318572,IES-03596-r19,2033
supercont2.28,325827,328359,IES-03597-r7,2533
supercont2.28,330120,335907,IES-03598-r15,5788
supercont2.28,340550,342950,IES-03599-r17,2401
supercont2.28,375589,377313,IES-03600-r23,1725
supercont2.28,379616,380263,IES-03601-r16,648
supercont2.28,387797,390255,IES-03602-r16,2459
supercont2.28,399428,400991,IES-03603-r16,1564
supercont2.28,406194,408800,IES-03604-r15,2607
supercont2.28,414298,415460,IES-03605-r15,1163
supercont2.28,417781,419000,IES-03606-r15,1220
supercont2.28,420611,422266,IES-03607-r14,1656
supercont2.28,432291,432825,IES-03608-r13,535
supercont2.28,435561,436904,IES-03609-r11,1344
supercont2.28,439253,440237,IES-03610-r10,985
supercont2.28,470412,471854,IES-03611-r19,1443
supercont2.28,499542,500899,IES-03612-r20,1358
supercont2.28,503600,505342,IES-03613-r16,1743
supercont2.28,508075,509964,IES-03614-r18,1890
supercont2.28,519012,521381,IES-03615-r18,2370
supercont2.28,524564,526149,IES-03616-r15,1586
supercont2.28,531293,531890,IES-03617-r12,598
supercont2.28,542671,546402,IES-03618-r3,3732
supercont2.28,566377,571938,IES-03619-r11,5562
supercont2.28,574991,578436,IES-03620-r13,3446
supercont2.28,601198,605742,IES-03621-r16,4545
supercont2.28,616382,618295,IES-03622-r19,1914
supercont2.28,623839,627620,IES-03623-r6,3782
supercont2.28,647710,648115,IES-03624-r6,406
supercont2.28,660794,662156,IES-03625-r11,1363
supercont2.28,685153,687605,IES-03626-r11,2453
supercont2.28,688850,691061,IES-03627-r9,2212
supercont2.28,705375,708779,IES-03628-r16,3405
supercont2.28,721018,721905,IES-03629-r13,888
supercont2.28,758332,759644,IES-03630-r14,1313
supercont2.28,767448,768273,IES-03631-r16,826
supercont2.28,777144,778740,IES-03632-r15,1597
supercont2.28,783724,784671,IES-03633-r14,948
supercont2.28,787113,792169,IES-03634-r11,5057
supercont2.28,794315,795379,IES-03635-r7,1065
supercont2.28,796840,798253,IES-03636-r15,1414
supercont2.28,816653,817404,IES-03637-r15,752
supercont2.28,820928,825995,IES-03638-r20,5068
supercont2.28,831795,832962,IES-03639-r9,1168
supercont2.28,840395,843891,IES-03640-r13,3497
supercont2.28,852795,856596,IES-03641-r13,3802
supercont2.28,865606,871946,IES-03642-r12,6341
supercont2.28,875783,885167,IES-03643-r10,9385
supercont2.28,893111,897198,IES-03644-r12,4088
supercont2.28,904749,907097,IES-03645-r4,2349
supercont2.28,909620,915305,IES-03646-r6,5686
supercont2.28,924295,927291,IES-03647-r20,2997
supercont2.28,928422,930757,IES-03648-r9,2336
supercont2.28,939240,942861,IES-03649-r11,3622
supercont2.28,947994,955184,IES-03650-r9,7191
supercont2.28,979946,982470,IES-03651-r18,2525
supercont2.280,38917,41479,IES-03652-r6,2563
supercont2.280,87916,89689,IES-03653-r9,1774
supercont2.280,90471,91831,IES-03654-r10,1361
supercont2.280,92614,94754,IES-03655-r12,2141
supercont2.280,98072,100823,IES-03656-r11,2752
supercont2.281,3502,6032,IES-03657-r7,2531
supercont2.281,8559,10603,IES-03658-r8,2045
supercont2.281,14124,21348,IES-03659-r14,7225
supercont2.281,23226,25477,IES-03660-r13,2252
supercont2.281,38127,44472,IES-03662-r9,6346
supercont2.281,46371,50364,IES-03663-r12,3994
supercont2.281,52911,53743,IES-03664-r8,833
supercont2.281,60346,68144,IES-03665-r9,7799
supercont2.281,70323,72299,IES-03666-r20,1977
supercont2.281,80938,81707,IES-03667-r9,770
supercont2.281,89261,92684,IES-03668-r9,3424
supercont2.281,98158,99589,IES-03669-r10,1432
supercont2.281,106468,110356,IES-03670-r8,3889
supercont2.283,55860,64136,IES-03672-r8,8277
supercont2.283,65238,71687,IES-03673-r14,6450
supercont2.283,79618,84367,IES-03674-r7,4750
supercont2.283,94254,103885,IES-03675-r8,9632
supercont2.283,107510,118275,IES-03676-r4,10766
supercont2.284,2284,4819,IES-03677-r9,2536
supercont2.284,17458,20051,IES-03678-r16,2594
supercont2.284,38009,39048,IES-03679-r11,1040
supercont2.284,46500,53375,IES-03680-r19,6876
supercont2.284,76864,78361,IES-03681-r7,1498
supercont2.284,81833,86565,IES-03682-r13,4733
supercont2.284,95184,99824,IES-03683-r13,4641
supercont2.285,23682,28018,IES-03684-r6,4337
supercont2.285,30882,39904,IES-03685-r15,9023
supercont2.285,57405,62832,IES-03686-r16,5428
supercont2.285,65583,68652,IES-03687-r10,3070
supercont2.285,73185,74633,IES-03688-r19,1449
supercont2.285,79277,80508,IES-03689-r17,1232
supercont2.285,99996,107624,IES-03690-r14,7629
supercont2.286,57458,60135,IES-03691-r12,2678
supercont2.286,78064,82311,IES-03692-r10,4248
supercont2.286,116967,120819,IES-03693-r8,3853
supercont2.287,72341,73378,IES-03694-r14,1038
supercont2.287,79814,81790,IES-03695-r15,1977
supercont2.287,86825,90296,IES-03696-r14,3472
supercont2.287,95841,100757,IES-03697-r9,4917
supercont2.288,6657,11190,IES-03698-r19,4534
supercont2.288,14558,23167,IES-03699-r18,8610
supercont2.288,25583,35039,IES-03700-r19,9457
supercont2.288,48554,53363,IES-03701-r16,4810
supercont2.288,55404,60769,IES-03702-r11,5366
supercont2.288,71722,73380,IES-03703-r16,1659
supercont2.288,77311,80798,IES-03704-r24,3488
supercont2.288,84218,85634,IES-03705-r21,1417
supercont2.288,108976,113270,IES-03706-r11,4295
supercont2.289,7080,11746,IES-03707-r12,4667
supercont2.289,29482,30470,IES-03708-r12,989
supercont2.289,79008,82642,IES-03709-r15,3635
supercont2.29,5676,6696,IES-03710-r18,1021
supercont2.29,10083,14703,IES-03711-r12,4621
supercont2.29,63844,67580,IES-03712-r9,3737
supercont2.29,76531,76915,IES-03713-r16,385
supercont2.29,84487,86519,IES-03714-r22,2033
supercont2.29,90646,95524,IES-03715-r18,4879
supercont2.29,111901,112831,IES-03716-r12,931
supercont2.29,117569,120443,IES-03717-r16,2875
supercont2.29,138461,141016,IES-03718-r7,2556
supercont2.29,168000,169198,IES-03719-r13,1199
supercont2.29,182865,183217,IES-03720-r17,353
supercont2.29,193270,198104,IES-03721-r14,4835
supercont2.29,210164,215293,IES-03722-r12,5130
supercont2.29,229198,230500,IES-03723-r13,1303
supercont2.29,240935,243906,IES-03724-r13,2972
supercont2.29,254624,257701,IES-03725-r19,3078
supercont2.29,259521,267972,IES-03726-r19,8452
supercont2.29,269112,275732,IES-03727-r20,6621
supercont2.29,276855,287204,IES-03728-r23,10350
supercont2.29,309309,312375,IES-03729-r15,3067
supercont2.29,319341,321980,IES-03730-r15,2640
supercont2.29,331879,335838,IES-03731-r16,3960
supercont2.29,338034,340845,IES-03732-r17,2812
supercont2.29,350558,353313,IES-03733-r14,2756
supercont2.29,366080,369027,IES-03734-r22,2948
supercont2.29,379427,380645,IES-03735-r21,1219
supercont2.29,386025,386688,IES-03736-r13,664
supercont2.29,388754,390458,IES-03737-r16,1705
supercont2.29,396685,402452,IES-03738-r10,5768
supercont2.29,404183,407786,IES-03739-r12,3604
supercont2.29,411101,416789,IES-03740-r9,5689
supercont2.29,417713,419878,IES-03741-r5,2166
supercont2.29,458069,460476,IES-03742-r19,2408
supercont2.29,493529,496638,IES-03743-r12,3110
supercont2.29,505331,508247,IES-03744-r23,2917
supercont2.29,526406,529010,IES-03745-r16,2605
supercont2.29,533853,540892,IES-03746-r5,7040
supercont2.29,546307,548943,IES-03747-r19,2637
supercont2.29,573494,574102,IES-03748-r14,609
supercont2.29,576933,578117,IES-03749-r11,1185
supercont2.29,579800,580830,IES-03750-r15,1031
supercont2.29,585488,594368,IES-03751-r19,8881
supercont2.29,596436,599823,IES-03752-r8,3388
supercont2.29,602308,606002,IES-03753-r9,3695
supercont2.29,643389,644730,IES-03754-r13,1342
supercont2.29,650419,658689,IES-03755-r22,8271
supercont2.29,662060,665954,IES-03756-r14,3895
supercont2.29,675564,678408,IES-03757-r10,2845
supercont2.29,680661,682860,IES-03758-r17,2200
supercont2.29,685013,689824,IES-03759-r13,4812
supercont2.29,705097,709254,IES-03760-r11,4158
supercont2.29,712751,716381,IES-03761-r11,3631
supercont2.29,720381,721514,IES-03762-r10,1134
supercont2.29,738247,742606,IES-03763-r11,4360
supercont2.29,746610,747486,IES-03764-r5,877
supercont2.29,753689,755956,IES-03765-r6,2268
supercont2.29,777322,779340,IES-03766-r7,2019
supercont2.29,799981,802730,IES-03767-r20,2750
supercont2.29,811203,813951,IES-03768-r14,2749
supercont2.29,819611,821265,IES-03769-r11,1655
supercont2.29,833868,837002,IES-03771-r14,3135
supercont2.29,843923,851007,IES-03772-r19,7085
supercont2.29,867523,872039,IES-03773-r22,4517
supercont2.29,890420,894121,IES-03774-r12,3702
supercont2.29,901011,902080,IES-03775-r11,1070
supercont2.29,922090,925476,IES-03776-r17,3387
supercont2.290,14376,16735,IES-03779-r10,2360
supercont2.290,18171,20174,IES-03780-r16,2004
supercont2.290,22758,30324,IES-03781-r9,7567
supercont2.290,33903,38420,IES-03782-r10,4518
supercont2.290,41142,44487,IES-03783-r9,3346
supercont2.290,50746,55506,IES-03784-r10,4761
supercont2.290,56226,58458,IES-03785-r16,2233
supercont2.290,77082,78762,IES-03786-r5,1681
supercont2.290,91563,94374,IES-03787-r14,2812
supercont2.290,98152,100641,IES-03788-r10,2490
supercont2.290,115835,116923,IES-03789-r14,1089
supercont2.291,22622,30702,IES-03790-r6,8081
supercont2.291,40600,43185,IES-03791-r13,2586
supercont2.291,44139,56574,IES-03792-r13,12436
supercont2.291,58990,83174,IES-03793-r12,24185
supercont2.291,85780,89384,IES-03794-r13,3605
supercont2.291,92245,113296,IES-03795-r7,21052
supercont2.292,12763,15887,IES-03796-r20,3125
supercont2.292,23878,25582,IES-03797-r7,1705
supercont2.292,29999,31260,IES-03798-r17,1262
supercont2.292,40022,42141,IES-03799-r20,2120
supercont2.292,56665,57893,IES-03800-r18,1229
supercont2.292,77475,80844,IES-03801-r21,3370
supercont2.293,16665,20461,IES-03802-r7,3797
supercont2.293,25863,28695,IES-03803-r9,2833
supercont2.293,30641,35217,IES-03804-r16,4577
supercont2.293,38272,42892,IES-03805-r17,4621
supercont2.294,9509,16920,IES-03806-r7,7412
supercont2.294,54873,60605,IES-03807-r12,5733
supercont2.294,69001,71924,IES-03808-r11,2924
supercont2.294,78977,82956,IES-03809-r19,3980
supercont2.295,38742,42128,IES-03810-r13,3387
supercont2.295,55956,57075,IES-03811-r16,1120
supercont2.295,63137,63541,IES-03812-r16,405
supercont2.295,65367,66896,IES-03813-r11,1530
supercont2.295,72209,74538,IES-03814-r16,2330
supercont2.295,79128,81378,IES-03815-r19,2251
supercont2.295,89733,92257,IES-03816-r10,2525
supercont2.295,94388,96452,IES-03817-r14,2065
supercont2.295,108746,112298,IES-03818-r6,3553
supercont2.296,6113,7479,IES-03819-r16,1367
supercont2.296,24641,28018,IES-03820-r11,3378
supercont2.296,86080,89485,IES-03822-r10,3406
supercont2.296,97139,101542,IES-03823-r14,4404
supercont2.297,33702,42688,IES-03824-r8,8987
supercont2.297,55890,59934,IES-03825-r9,4045
supercont2.297,69443,72158,IES-03826-r14,2716
supercont2.297,85413,88386,IES-03827-r19,2974
supercont2.297,92315,95374,IES-03828-r13,3060
supercont2.297,97245,101084,IES-03829-r17,3840
supercont2.297,111781,114352,IES-03830-r12,2572
supercont2.299,18641,31350,IES-03831-r10,12710
supercont2.299,52489,80331,IES-03832-r17,27843
supercont2.299,88291,104170,IES-03833-r10,15880
supercont2.3,10419,14950,IES-03834-r8,4532
supercont2.3,16249,18077,IES-03835-r10,1829
supercont2.3,50811,54755,IES-03836-r13,3945
supercont2.3,78003,81444,IES-03837-r5,3442
supercont2.3,111676,112383,IES-03838-r15,708
supercont2.3,123621,125703,IES-03839-r10,2083
supercont2.3,131821,133235,IES-03840-r17,1415
supercont2.3,137399,140878,IES-03841-r17,3480
supercont2.3,150332,152347,IES-03842-r13,2016
supercont2.3,156247,157711,IES-03843-r4,1465
supercont2.3,170058,171068,IES-03844-r12,1011
supercont2.3,178151,180504,IES-03845-r10,2354
supercont2.3,195704,196616,IES-03846-r9,913
supercont2.3,208092,211357,IES-03847-r23,3266
supercont2.3,246080,247918,IES-03848-r19,1839
supercont2.3,264880,267903,IES-03849-r8,3024
supercont2.3,270059,271835,IES-03850-r25,1777
supercont2.3,281101,284049,IES-03851-r15,2949
supercont2.3,287418,288209,IES-03852-r11,792
supercont2.3,298991,302408,IES-03853-r10,3418
supercont2.3,325055,325973,IES-03854-r10,919
supercont2.3,333261,334694,IES-03855-r10,1434
supercont2.3,345825,347071,IES-03856-r12,1247
supercont2.3,349263,351175,IES-03857-r8,1913
supercont2.3,354502,359011,IES-03858-r10,4510
supercont2.3,380614,381625,IES-03859-r14,1012
supercont2.3,392826,394610,IES-03860-r7,1785
supercont2.3,419112,421116,IES-03861-r17,2005
supercont2.3,439374,440668,IES-03862-r12,1295
supercont2.3,501506,508413,IES-03863-r8,6908
supercont2.3,529095,529838,IES-03864-r9,744
supercont2.3,583630,584398,IES-03865-r10,769
supercont2.3,612384,614801,IES-03866-r8,2418
supercont2.3,633766,636136,IES-03867-r10,2371
supercont2.3,713082,714742,IES-03868-r15,1661
supercont2.3,741748,744261,IES-03869-r16,2514
supercont2.3,762026,763214,IES-03870-r15,1189
supercont2.3,822447,824048,IES-03871-r11,1602
supercont2.3,834987,836124,IES-03872-r20,1138
supercont2.3,865824,868768,IES-03873-r16,2945
supercont2.3,914289,914802,IES-03874-r13,514
supercont2.3,954988,956372,IES-03875-r17,1385
supercont2.3,967805,969858,IES-03876-r20,2054
supercont2.3,995051,996268,IES-03877-r17,1218
supercont2.3,1037761,1044905,IES-03878-r17,7145
supercont2.3,1058362,1065108,IES-03879-r30,6747
supercont2.3,1087908,1092545,IES-03880-r12,4638
supercont2.3,1146769,1150875,IES-03881-r7,4107
supercont2.3,1285984,1287195,IES-03882-r12,1212
supercont2.3,1306587,1309820,IES-03883-r15,3234
supercont2.3,1313379,1315051,IES-03884-r15,1673
supercont2.3,1338518,1340856,IES-03885-r10,2339
supercont2.3,1402666,1402898,IES-03886-r10,233
supercont2.3,1410200,1410906,IES-03887-r19,707
supercont2.3,1430998,1434520,IES-03888-r13,3523
supercont2.3,1468192,1473811,IES-03889-r14,5620
supercont2.3,1506117,1509766,IES-03890-r18,3650
supercont2.3,1513354,1513940,IES-03891-r11,587
supercont2.3,1545334,1548161,IES-03892-r14,2828
supercont2.3,1549931,1554083,IES-03893-r9,4153
supercont2.3,1575389,1577834,IES-03894-r16,2446
supercont2.3,1582054,1585125,IES-03895-r18,3072
supercont2.3,1587752,1592447,IES-03896-r11,4696
supercont2.3,1606040,1606889,IES-03897-r15,850
supercont2.3,1716262,1717993,IES-03898-r16,1732
supercont2.3,1744647,1746813,IES-03899-r16,2167
supercont2.3,1789997,1791668,IES-03900-r10,1672
supercont2.3,1810108,1812421,IES-03901-r19,2314
supercont2.3,1842777,1844979,IES-03902-r15,2203
supercont2.3,1872733,1876328,IES-03903-r18,3596
supercont2.3,1927966,1936316,IES-03904-r18,8351
supercont2.3,1990314,1995046,IES-03905-r15,4733
supercont2.3,2050475,2051545,IES-03906-r15,1071
supercont2.3,2060593,2062485,IES-03907-r16,1893
supercont2.3,2138786,2141246,IES-03908-r16,2461
supercont2.3,2168093,2170159,IES-03909-r15,2067
supercont2.3,2268187,2269828,IES-03910-r14,1642
supercont2.3,2313632,2317046,IES-03911-r5,3415
supercont2.3,2334006,2335676,IES-03912-r19,1671
supercont2.3,2343800,2346497,IES-03913-r23,2698
supercont2.3,2347791,2349497,IES-03914-r17,1707
supercont2.3,2355221,2356499,IES-03915-r9,1279
supercont2.3,2370365,2371859,IES-03916-r5,1495
supercont2.3,2375150,2375661,IES-03917-r18,512
supercont2.3,2412257,2412446,IES-03918-r11,190
supercont2.3,2466394,2473690,IES-03919-r16,7297
supercont2.3,2489180,2491983,IES-03920-r12,2804
supercont2.3,2502748,2506280,IES-03921-r9,3533
supercont2.3,2553343,2555178,IES-03922-r18,1836
supercont2.3,2568750,2570500,IES-03923-r15,1751
supercont2.3,2610624,2616504,IES-03924-r22,5881
supercont2.3,2622927,2623192,IES-03925-r18,266
supercont2.3,2638626,2640601,IES-03926-r16,1976
supercont2.3,2683638,2684381,IES-03927-r17,744
supercont2.3,2703621,2704751,IES-03928-r15,1131
supercont2.3,2896803,2900945,IES-03929-r8,4143
supercont2.3,2902094,2905128,IES-03930-r3,3035
supercont2.3,2911489,2913422,IES-03931-r26,1934
supercont2.3,2918608,2921025,IES-03932-r11,2418
supercont2.3,2932829,2935183,IES-03933-r10,2355
supercont2.3,2940352,2941867,IES-03934-r9,1516
supercont2.3,2953257,2958101,IES-03935-r16,4845
supercont2.30,6757,32912,IES-03936-r4,26156
supercont2.30,34656,36471,IES-03937-r10,1816
supercont2.30,40759,42114,IES-03938-r11,1356
supercont2.30,49536,50057,IES-03939-r16,522
supercont2.30,199142,201884,IES-03940-r8,2743
supercont2.30,204574,206280,IES-03941-r11,1707
supercont2.30,219427,221096,IES-03942-r10,1670
supercont2.30,257987,261949,IES-03943-r11,3963
supercont2.30,403528,405574,IES-03944-r12,2047
supercont2.30,443355,446394,IES-03945-r9,3040
supercont2.30,617802,618452,IES-03946-r11,651
supercont2.30,665647,666873,IES-03947-r19,1227
supercont2.30,863893,876036,IES-03948-r12,12144
supercont2.30,877519,888240,IES-03949-r7,10722
supercont2.30,889395,898739,IES-03950-r10,9345
supercont2.300,13827,20645,IES-03951-r14,6819
supercont2.300,22855,27585,IES-03952-r13,4731
supercont2.300,34019,34414,IES-03953-r11,396
supercont2.300,46342,49436,IES-03954-r9,3095
supercont2.300,54969,63885,IES-03955-r13,8917
supercont2.300,69365,74552,IES-03956-r23,5188
supercont2.300,80123,83883,IES-03957-r11,3761
supercont2.300,90027,94338,IES-03958-r8,4312
supercont2.301,89059,90962,IES-03959-r15,1904
supercont2.302,14750,22895,IES-03961-r6,8146
supercont2.302,27543,32071,IES-03962-r11,4529
supercont2.302,73729,76295,IES-03963-r8,2567
supercont2.302,92294,96318,IES-03964-r4,4025
supercont2.302,98790,101257,IES-03965-r7,2468
supercont2.302,104606,105845,IES-03966-r11,1240
